CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
40546257,STARBUCKS,Manhattan,93,GREENWICH AVENUE,10014,2124624697,CafÃ©/Coffee/Tea,3/9/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,9,A,3/9/2018,4/12/2020,Cycle Inspection / Initial Inspection,40.73738693,-74.00160939,102,3,7700,1011018,1006150036,MN23
50032642,DELICACY,Manhattan,12,EAST   44 STREET,10017,2126974444,Delicatessen,4/30/2018,Establishment re-opened by DOHMH,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,9,P,4/30/2018,4/12/2020,Cycle Inspection / Reopening Inspection,40.75449592,-73.97929997,105,4,9400,1035362,1012780063,MN17
40669697,LE MONDE,Manhattan,2883,BROADWAY,10025,2125313939,French,5/29/2019,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Y,71,,,4/12/2020,Cycle Inspection / Initial Inspection,40.80556977,-73.96568409,109,7,19900,1057336,1018950016,MN09
41311174,JIMBO'S HAMBURGER PALACE,Bronx,912,SOUNDVIEW AVENUE,10473,7183283208,American,4/10/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,4,A,4/10/2019,4/12/2020,Cycle Inspection / Initial Inspection,40.82331262,-73.86814823,209,18,4200,2022639,2036620006,BX09
50003178,SOFIA MEXICAN RESTAURANT,Brooklyn,187,SUYDAM STREET,11221,3476662592,Mexican,5/9/2018,Violations were cited in the following area(s).,05C,Food contact surface improperly constructed or located. Unacceptable material used.,Y,53,C,5/9/2018,4/12/2020,Cycle Inspection / Re-inspection,40.70001213,-73.92580069,304,34,42300,3325443,3032080035,BK78
50059906,CAFE ESENCIA,Queens,6838,FOREST AVE,11385,2039792699,American,5/18/2018,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Y,10,,,4/12/2020,Pre-permit (Operational) / Initial Inspection,40.70269709,-73.90110686,405,30,58500,4083388,4034840010,QN20
41207822,CROWN FRIED CHICKEN,Queens,18903,LINDEN BOULEVARD,11412,7189780600,Chicken,6/18/2018,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Y,21,,,4/12/2020,Cycle Inspection / Initial Inspection,40.69172258,-73.76217977,412,27,52800,4238205,4110590001,QN08
41310853,MOCA ASIAN BISTRO,Queens,10718,70 ROAD,11375,7182683333,Asian,7/24/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,23,,,4/12/2020,Cycle Inspection / Initial Inspection,40.72131919,-73.8454027,406,29,71100,4077497,4032390038,QN17
50035029,SAZON DE LUPITA,Bronx,155A,WEST KINGSBRIDGE ROAD,10463,3475900188,Mexican,8/15/2018,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,13,A,8/15/2018,4/12/2020,Cycle Inspection / Re-inspection,40.87010489,-73.90417255,208,14,27300,2015500,2032530001,BX28
50070500,RECOLTE,Manhattan,300,AMSTERDAM AVENUE,10023,6469280116,Bakery,1/18/2018,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Y,28,,,4/12/2020,Pre-permit (Operational) / Initial Inspection,40.78018979,-73.98049075,107,6,16300,1030741,1011667501,MN12
40728858,VOL DE NUIT,Manhattan,148,WEST    4 STREET,10012,2129823388,French,10/16/2019,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Y,7,A,10/16/2019,4/12/2020,Cycle Inspection / Re-inspection,40.73148295,-74.00053401,102,1,6500,1080082,1005430043,MN23
50061236,SWEET MOMENT,Manhattan,106,MOTT STREET,10013,2122268724,CafÃ©/Coffee/Tea,5/29/2018,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,12,A,5/29/2018,4/12/2020,Cycle Inspection / Re-inspection,40.71747363,-73.99733773,102,1,4100,1087278,1002047501,MN24
50078428,CHAMPION COFFEE,Manhattan,319,EAST   14 STREET,10003,9172615949,CafÃ©/Coffee/Tea,8/16/2018,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,17,B,8/16/2018,4/12/2020,Pre-permit (Operational) / Re-inspection,40.73201983,-73.98415279,106,2,4800,1020395,1009210012,MN21
41705779,BAKERY ST MARC,Brooklyn,1121,FLATBUSH AVENUE,11226,3478744270,Bakery,11/15/2017,Violations were cited in the following area(s).,03A,Food from unapproved or unknown source or home canned. Reduced oxygen packaged (ROP) fish not frozen before processing; or ROP foods prepared on premises transported to another site.,Y,32,,,4/12/2020,Cycle Inspection / Initial Inspection,40.64311539,-73.95770721,314,40,79200,3118896,3051650063,BK95
40929097,PIANOS,Manhattan,158,LUDLOW STREET,10002,2125053733,American,1/26/2017,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,12,A,1/26/2017,4/12/2020,Cycle Inspection / Initial Inspection,40.72099456,-73.98787847,103,1,3001,1079699,1004110050,MN27
41185928,CALIFORNIA PIZZA KITCHEN,Queens,8000,COOPER AVENUE,11385,7188949400,Pizza,5/10/2018,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,8,A,5/10/2018,4/12/2020,Cycle Inspection / Re-inspection,40.70925905,-73.87005554,405,30,63700,4462612,4038100350,QN19
41377069,CATALDO'S RESTAURANT,Brooklyn,554,VANDERBILT AVENUE,11238,7188576700,Italian,8/9/2016,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,20,,,4/12/2020,Cycle Inspection / Initial Inspection,40.68001405,-73.96802394,308,35,16300,3027875,3011370048,BK64
41463483,DUNKIN',Staten Island,655,ROSSVILLE AVENUE,10309,7189678806,Donuts,1/16/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,12,A,1/16/2019,4/12/2020,Cycle Inspection / Initial Inspection,40.54259229,-74.20833121,503,51,20801,5079747,5061450300,SI32
41320925,PANERA BREAD,Queens,25441,HORACE HARDING EXPRESSWAY,11362,7182246320,American,12/14/2017,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,N,17,,,4/12/2020,Cycle Inspection / Initial Inspection,40.76387238,-73.72671334,411,19,150702,4171502,4082560002,QN45
50008977,MOKBAR,Manhattan,75,9 AVENUE,10011,6469645963,Korean,10/15/2018,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Y,38,,,4/12/2020,Cycle Inspection / Initial Inspection,40.74186904,-74.00471301,104,3,8300,1012541,1007130001,MN13
50068366,EL AMBIENTE,Brooklyn,2896,FULTON STREET,11207,3476272542,Spanish,8/8/2019,Violations were cited in the following area(s).,22G,,,,,,4/12/2020,Administrative Miscellaneous / Initial Inspection,40.67892333,-73.88780618,305,37,117000,3087887,3039510021,BK82
50082400,BARDOLINO PIZZA II,Manhattan,411,AMSTERDAM AVENUE,10024,6468858316,Pizza,10/1/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,22,Z,10/1/2019,4/12/2020,Cycle Inspection / Re-inspection,40.78355716,-73.978009,107,6,16500,1082721,1012107502,MN12
50079707,PARAISO BAR & LOUNGE,Queens,18411,JAMAICA AVE,11423,7184544213,"Bottled beverages, including water, sodas, juices, etc.",1/5/2019,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilityâ€™s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,54,,,4/12/2020,Pre-permit (Operational) / Initial Inspection,40.70922841,-73.77560715,412,27,47000,4212032,4099050128,QN61
50059785,CAPY CAFE,Queens,4009,82ND ST,11373,7183099905,Spanish,10/2/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,25,,,4/12/2020,Cycle Inspection / Initial Inspection,40.74731636,-73.88386859,404,21,26901,4036894,4014930003,QN29
50085920,EL SEMBRADOR,Queens,14309,HILLSIDE AVE,11435,3476393086,Spanish,12/13/2019,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,11,A,12/13/2019,4/12/2020,Cycle Inspection / Initial Inspection,40.70492789,-73.81260155,408,24,21400,4207298,4097010036,QN35
41130663,ROSA'S CAFE,Queens,3003,38 AVENUE,11101,7187847906,Spanish,9/10/2019,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Y,40,C,9/10/2019,4/12/2020,Cycle Inspection / Re-inspection,40.75412669,-73.93265579,401,26,5100,4430653,4003720002,QN68
50089529,QUIET BAR RESTAURANT,Bronx,535,EAST TREMONT AVENUE,10457,7186846102,Spanish,8/15/2019,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Y,29,,,4/12/2020,Pre-permit (Operational) / Initial Inspection,40.84661653,-73.89592222,206,15,37504,2011820,2030600001,BX17
41589585,PIZZALICIOUS,Brooklyn,1675,NOSTRAND AVENUE,11226,3476278399,Pizza,3/1/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,13,A,3/1/2018,4/12/2020,Cycle Inspection / Re-inspection,40.64538726,-73.94898171,317,45,82600,3110398,3049150039,BK95
41387010,SARAGHINA RESTAURANT,Brooklyn,435,HALSEY STREET,11233,7185740010,Italian,8/11/2016,No violations were recorded at the time of this inspection.,,,,,,,4/12/2020,Administrative Miscellaneous / Initial Inspection,40.68344785,-73.93559387,303,36,27500,3335636,3016590044,BK35
50088628,SHORT STORIES,Manhattan,355,BOWERY,10003,9144713443,American,2/28/2020,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Y,65,,,4/12/2020,Cycle Inspection / Initial Inspection,40.72672871,-73.99166212,103,2,3800,1079833,1004590005,MN22
41231284,WESTVILLE,Manhattan,173,AVENUE A,10009,2126772033,American,3/20/2017,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Y,7,,,4/12/2020,Cycle Inspection / Initial Inspection,40.72835248,-73.9818662,103,2,3400,1005944,1004380027,MN22
50072107,UNCLE TONY'S PIZZA,Manhattan,1596,AMSTERDAM AVENUE,10031,6466926675,Pizza,10/10/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,19,,,4/12/2020,Cycle Inspection / Initial Inspection,40.82126967,-73.95051196,109,7,22500,1079854,1020700036,MN04
50084168,THE MILLENNIUM RESTAURANT AND BAKERY,Queens,22318,LINDEN BLVD,11411,7184816000,Caribbean,8/13/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Y,26,B,8/13/2019,4/12/2020,Cycle Inspection / Re-inspection,40.69422636,-73.73728109,413,27,60600,4274461,4127400063,QN33
41132975,CAFE GRUMPY,Brooklyn,193,MESEROLE AVENUE,11222,7183497623,CafÃ©/Coffee/Tea,9/19/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,10,,,4/12/2020,Cycle Inspection / Initial Inspection,40.72844397,-73.94862202,301,33,57300,3065428,3026010028,BK76
50043778,CECI'S RESTAURANT,Brooklyn,423,HEGEMAN AVENUE,11207,7188225550,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9/14/2018,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Y,61,,,4/12/2020,Cycle Inspection / Initial Inspection,40.65821585,-73.89560457,305,42,113000,3319732,3042940044,BK85
41641604,IRVING FARM,Manhattan,224,WEST   79 STREET,10024,2128747979,CafÃ©/Coffee/Tea,8/4/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,12,,,4/12/2020,Cycle Inspection / Initial Inspection,40.78351896,-73.9792548,107,6,16700,1030917,1011700044,MN12
